case,measured_time_norm,reference_used,dt_s,future_dT_K,future_max_abs_dY,increment_dT_K,increment_max_abs_dY,E_max_T1_Y1e-3,E_max_T1_Y1e-4,E_max_T10_Y1e-3,enthalpy_mismatch_J_kg,elemental_mismatch_max
test_8,0.3,predicted_corrected,1e-07,0.03982640528374759,7.580757384051395e-07,0.008926559324663685,4.755786114973848e-06,0.03982640528374759,0.03982640528374759,0.003982640528374759,3.026798367500305e-09,1.1102230246251565e-16
test_8,0.3,predicted_corrected,1e-06,0.04149999859737363,2.6335793455456447e-06,0.010600152638289728,6.631289722114353e-06,0.04149999859737363,0.04149999859737363,0.0041499998597373635,2.561137080192566e-09,1.1102230246251565e-16
test_8,0.3,predicted_corrected,1e-05,0.035681207492416434,2.577871471509674e-06,0.004781361533332529,6.575581848078382e-06,0.035681207492416434,0.035681207492416434,0.0035681207492416433,6.28642737865448e-09,1.1102230246251565e-16
test_8,0.3,predicted_corrected,0.0001,0.009012617757434782,6.565778172262782e-07,-0.021887228201649123,4.6542881937949865e-06,0.009012617757434782,0.009012617757434782,0.0009012617757434782,2.468004822731018e-08,1.1102230246251565e-16
test_8,0.3,oracle_canonical,1e-07,0.03982217138945998,8.50041207672847e-07,0.008907405193440354,4.731748302233552e-06,0.03982217138945998,0.03982217138945998,0.0039822171389459985,3.026798367500305e-09,1.942890293094024e-16
test_8,0.3,oracle_canonical,1e-06,0.04156253103246854,2.6761562537946926e-06,0.010647764836448914,6.557863348355397e-06,0.04156253103246854,0.04156253103246854,0.004156253103246854,4.889443516731262e-09,1.942890293094024e-16
test_8,0.3,oracle_canonical,1e-05,0.035789371617283905,2.5856938531965135e-06,0.0048746054212642775,6.467400947757218e-06,0.035789371617283905,0.035789371617283905,0.0035789371617283906,6.28642737865448e-09,1.942890293094024e-16
test_8,0.3,oracle_canonical,0.0001,0.009039942578965565,6.585684295401517e-07,-0.021874823617054062,4.540275524100856e-06,0.009039942578965565,0.009039942578965565,0.0009039942578965565,3.213062882423401e-08,1.942890293094024e-16
test_9,0.30000000000000004,predicted_canonical,1e-07,0.04784213802531667,1.0018931814737009e-06,0.010257016297600785,5.502510591504084e-06,0.04784213802531667,0.04784213802531667,0.004784213802531667,1.1641532182693481e-09,4.440892098500626e-16
test_9,0.30000000000000004,predicted_canonical,1e-06,0.04953190650940087,3.0317201399343574e-06,0.011946784781684983,7.79855259883111e-06,0.04953190650940087,0.04953190650940087,0.004953190650940087,2.561137080192566e-09,4.440892098500626e-16
